make,year,engine_cc,mileage_km,doors,fuel_type,transmission,body_type,state,price,senatran_state,senatran_log_total_fleet,senatran_car_share,senatran_moto_share,senatran_heavy_share,senatran_implement_share
chevrolet,2014,2000,117319,4,eletrico,manual,sedan,rj,54390.96,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
toyota,2010,1000,214440,4,flex,manual,suv,rs,12000.0,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
bmw,2021,1400,69815,4,flex,automatico,sedan,pe,122532.43,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2019,1000,83166,4,flex,manual,sedan,pe,64998.52,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2015,1000,136199,4,gasolina,manual,suv,rj,40454.31,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
bmw,2022,1400,31117,4,diesel,automatico,suv,pe,140965.48,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2021,1000,96686,4,flex,manual,hatch,pe,73018.51,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2018,2000,97938,4,gasolina,automatico,sedan,pr,92041.75,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
bmw,2010,1000,193640,4,flex,automatico,hatch,pr,61089.76,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
ford,2020,1400,82886,4,diesel,manual,sedan,sp,83408.9,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
honda,2020,1400,79215,4,hibrido,manual,sedan,pr,79319.46,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
honda,2024,1000,27358,4,flex,automatico,sedan,mg,116467.7,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2019,1000,72142,4,flex,automatico,sedan,rs,78588.67,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2025,1400,19072,4,flex,manual,hatch,rs,111282.89,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
hyundai,2021,1400,88230,4,flex,automatico,hatch,rj,91915.37,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
honda,2021,1400,80181,4,flex,manual,hatch,pr,87781.97,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
chevrolet,2025,1400,35897,4,flex,automatico,sedan,sp,120099.99,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
bmw,2024,1600,16331,4,flex,manual,picape,pe,142374.72,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2023,1000,21155,4,flex,manual,hatch,sp,94661.78,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
chevrolet,2023,1400,34113,4,flex,manual,picape,sp,103382.56,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
hyundai,2024,3000,24835,4,flex,automatico,suv,ba,136850.93,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
chevrolet,2023,1400,52412,4,flex,automatico,suv,pe,103471.44,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
toyota,2012,1600,142613,2,gasolina,automatico,suv,mg,36872.11,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
toyota,2021,1400,82943,4,gasolina,manual,suv,pr,82821.97,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
toyota,2016,1600,117629,4,flex,manual,hatch,pe,61673.28,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2013,1600,149596,4,flex,manual,sedan,sp,49287.68,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
toyota,2025,1400,0,4,gasolina,automatico,suv,pe,116310.21,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2018,3000,71177,4,hibrido,automatico,sedan,mg,97190.59,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
chevrolet,2012,1000,180347,4,flex,automatico,suv,rs,30000.93,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2014,1000,145099,4,flex,manual,hatch,rj,45014.18,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
bmw,2012,1600,148650,4,flex,automatico,suv,pr,78727.79,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
toyota,2016,2000,100573,4,flex,manual,sedan,pr,61377.42,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
hyundai,2014,1000,138963,4,flex,automatico,sedan,ba,49949.03,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
volkswagen,2018,1000,121035,4,flex,manual,sedan,rs,57821.56,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
bmw,2016,1000,116106,2,gasolina,automatico,suv,pr,88462.16,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
hyundai,2011,1000,157452,2,flex,manual,suv,ba,18418.33,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
volkswagen,2013,1600,152313,4,flex,automatico,sedan,ba,56523.26,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
bmw,2018,1400,91909,4,flex,automatico,suv,ba,113934.7,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
chevrolet,2021,1400,19546,4,flex,automatico,sedan,pr,101906.9,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
ford,2023,1400,35185,4,flex,automatico,hatch,pr,106772.78,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
honda,2011,1000,176535,4,flex,automatico,hatch,pr,29480.49,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
ford,2019,1000,94443,4,diesel,automatico,hatch,mg,77734.73,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
toyota,2018,1600,123734,2,flex,automatico,sedan,ba,76100.74,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
hyundai,2019,3000,100898,4,gasolina,manual,sedan,mg,91939.53,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2014,2000,139966,4,eletrico,automatico,suv,rj,63349.09,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2011,1000,163402,4,flex,automatico,suv,pr,30105.22,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
chevrolet,2013,2000,194600,4,flex,manual,hatch,pe,33420.31,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2021,1600,60888,4,flex,automatico,hatch,rs,94504.69,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
volkswagen,2024,1600,24208,4,diesel,manual,hatch,sp,98673.71,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
toyota,2021,1400,59638,4,eletrico,manual,sedan,rj,97488.39,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2016,1400,122971,4,gasolina,manual,hatch,pe,59668.12,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
bmw,2021,1400,57834,4,flex,manual,hatch,sp,118474.55,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
hyundai,2022,1000,39395,4,gasolina,automatico,picape,sp,96681.53,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
hyundai,2017,1000,99797,4,flex,automatico,suv,pr,63346.07,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
toyota,2024,1000,23508,4,flex,automatico,hatch,rs,117186.54,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2012,1400,159848,4,flex,automatico,sedan,sp,32723.41,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
volkswagen,2023,1600,25307,4,flex,manual,sedan,ba,104476.33,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
toyota,2010,1400,193596,4,gasolina,automatico,suv,pe,25217.96,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
hyundai,2013,1000,152175,4,flex,automatico,sedan,sp,44807.94,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
honda,2011,3000,202559,4,flex,automatico,hatch,rj,47596.1,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2017,2000,68235,2,flex,automatico,suv,rs,74473.71,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
chevrolet,2013,1600,172372,4,diesel,automatico,sedan,rs,43588.61,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
volkswagen,2011,3000,198691,2,gasolina,automatico,hatch,sp,43835.54,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
ford,2023,1400,4899,4,flex,automatico,sedan,rs,112963.05,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
volkswagen,2015,3000,126859,4,flex,manual,sedan,rj,76642.04,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
ford,2015,1000,126428,4,flex,manual,sedan,pe,36838.67,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2019,1400,62887,4,eletrico,automatico,hatch,rj,81865.84,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
volkswagen,2013,1000,144332,4,flex,automatico,sedan,rj,39086.74,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
honda,2015,1000,115341,4,flex,automatico,hatch,ba,53290.69,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2022,1000,74284,4,flex,automatico,suv,pr,96558.03,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
hyundai,2024,1600,38035,4,flex,manual,hatch,sp,105627.03,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
toyota,2011,1600,199073,4,diesel,manual,hatch,pe,25918.06,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
honda,2019,1600,94825,4,flex,automatico,suv,rs,80347.38,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
honda,2021,1000,43064,4,flex,automatico,suv,rj,94190.02,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
hyundai,2011,2000,172132,4,flex,manual,suv,sp,36569.19,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
hyundai,2019,1600,91340,4,flex,automatico,sedan,pe,80337.5,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2023,1400,17668,4,eletrico,automatico,hatch,pe,114556.59,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
hyundai,2013,1600,166694,2,flex,automatico,suv,sp,45957.76,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
volkswagen,2023,1000,32395,4,diesel,automatico,suv,pr,108868.05,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
chevrolet,2024,1400,18377,4,gasolina,manual,hatch,ba,106036.35,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
hyundai,2025,2000,22664,4,flex,automatico,picape,rs,128006.62,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
toyota,2024,1000,30663,4,flex,automatico,hatch,ba,108197.52,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2017,1400,102585,4,flex,automatico,picape,pe,70431.19,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
toyota,2023,2000,53389,4,gasolina,manual,suv,rs,105786.3,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2016,1600,103784,4,flex,automatico,suv,pe,71316.44,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
hyundai,2021,1000,69239,4,flex,manual,picape,rj,74866.33,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
honda,2018,1000,104896,4,flex,manual,suv,rj,69433.77,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
toyota,2023,1000,31356,4,gasolina,automatico,hatch,sp,94498.28,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
hyundai,2017,1600,112891,4,flex,manual,sedan,rs,60342.29,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
hyundai,2014,1400,125233,4,flex,automatico,hatch,rs,53543.7,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
chevrolet,2025,1000,25860,4,flex,manual,sedan,pe,107682.78,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2022,3000,45226,4,flex,automatico,suv,ba,129096.96,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2011,1400,172159,4,diesel,manual,sedan,rj,16184.69,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
ford,2024,1000,39735,2,flex,manual,sedan,mg,96501.28,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
chevrolet,2014,1400,133434,4,diesel,manual,sedan,sp,34150.73,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
chevrolet,2017,1600,86873,4,gasolina,automatico,suv,rs,75827.16,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
ford,2019,1000,60650,4,flex,automatico,hatch,pr,82760.92,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
toyota,2018,1000,105090,4,gasolina,manual,sedan,pr,70190.48,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
chevrolet,2021,2000,40793,4,flex,automatico,hatch,mg,105984.22,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
volkswagen,2021,1400,86321,4,flex,automatico,suv,rj,96571.98,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
bmw,2021,1400,28771,4,gasolina,automatico,hatch,rj,137903.54,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
bmw,2022,1400,73446,4,flex,manual,suv,rj,122606.86,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
chevrolet,2018,1000,99165,4,gasolina,automatico,hatch,ba,64080.45,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
toyota,2022,1000,46549,4,flex,manual,hatch,pe,90392.66,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
hyundai,2024,1400,15826,4,eletrico,manual,picape,pr,99965.59,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
toyota,2022,1000,53987,4,flex,automatico,hatch,rj,102377.99,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
honda,2010,1000,191435,4,flex,automatico,sedan,pr,20474.44,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
volkswagen,2018,2000,112549,4,flex,manual,hatch,mg,79093.54,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
toyota,2016,3000,121713,4,gasolina,manual,sedan,sp,72341.98,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
ford,2018,1600,98254,2,gasolina,automatico,sedan,pe,79806.15,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
volkswagen,2017,2000,102545,4,flex,automatico,sedan,ba,79164.99,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
bmw,2010,1000,191145,4,diesel,manual,hatch,rs,48103.03,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
volkswagen,2021,3000,64617,4,flex,automatico,sedan,mg,111644.15,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
ford,2017,1000,82347,4,flex,manual,suv,pe,63110.23,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2017,3000,87777,4,diesel,manual,suv,pr,79702.63,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
ford,2024,3000,35148,4,diesel,automatico,sedan,mg,125680.62,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
ford,2020,1600,74562,4,gasolina,manual,sedan,rs,89229.83,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
chevrolet,2012,3000,165240,2,diesel,manual,hatch,pe,53849.84,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
chevrolet,2010,1600,192276,4,flex,automatico,hatch,ba,28688.06,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
chevrolet,2017,1000,113213,4,diesel,automatico,hatch,sp,72843.76,SAO PAULO,17.398288888904997,0.7206236606229607,0.2142894571361402,0.0369729844709751,0.0255518898477809
chevrolet,2012,1400,159903,4,flex,manual,hatch,rs,30475.72,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
chevrolet,2012,1600,156325,4,flex,automatico,hatch,pe,49364.77,PERNAMBUCO,15.214205710451596,0.495996084852235,0.437935055856783,0.0417275836431961,0.023294832898797
ford,2010,1000,194937,4,flex,automatico,sedan,ba,21637.32,BAHIA,15.591511850070152,0.53541207861378,0.3887371742634127,0.047306800609733,0.0277161710483118
honda,2020,1600,57324,4,flex,manual,sedan,pr,80477.65,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
honda,2014,3000,150123,4,flex,automatico,picape,rs,78721.75,RIO GRANDE DO SUL,15.972385020168389,0.7257147292880431,0.1758335794556203,0.0510426966349328,0.0427296054859298
toyota,2019,1000,58461,4,flex,manual,hatch,mg,78684.4,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2016,1600,135437,2,flex,automatico,suv,rj,63279.34,RIO DE JANEIRO,15.949582320295224,0.7227882785101878,0.2232989186312217,0.0346003212848934,0.0182687139928885
bmw,2019,2000,91088,4,flex,automatico,suv,mg,127472.66,MINAS GERAIS,16.5124988005842,0.660705397457793,0.2616035177388799,0.0463363492673804,0.0296624519446734
honda,2018,2000,99840,4,flex,automatico,sedan,pr,81005.48,PARANA,16.11363702604623,0.6878568374986641,0.2132135444163996,0.0541855607225424,0.0399122616697162
